Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,39400.0,39400.0,38550.0,38750.0,34283.7734375,7847664
2019-01-03,38300.0,38550.0,37450.0,37600.0,33266.32421875,12471493
2019-01-04,37450.0,37600.0,36850.0,37450.0,33133.61328125,14108958
2019-01-07,38000.0,38900.0,37800.0,38750.0,34283.7734375,12748997
2019-01-08,38000.0,39200.0,37950.0,38100.0,33708.6953125,12756554
2019-01-09,38650.0,39600.0,38300.0,39600.0,35035.8046875,17452708
2019-01-10,40000.0,40150.0,39600.0,39800.0,35212.7578125,14731699
2019-01-11,40350.0,40550.0,39950.0,40500.0,35832.078125,11661063
2019-01-14,40450.0,40700.0,39850.0,40050.0,35433.9453125,11984996
2019-01-15,40050.0,41100.0,39850.0,41100.0,36362.91796875,11492756
2019-01-16,41150.0,41450.0,40700.0,41450.0,36672.5859375,8491595
2019-01-17,41700.0,42100.0,41450.0,41950.0,37114.95703125,11736903
2019-01-18,42000.0,42400.0,41950.0,42300.0,37424.62109375,11029256
2019-01-21,42700.0,42750.0,41900.0,42750.0,37822.74609375,11355701
2019-01-22,42750.0,42850.0,41850.0,42150.0,37291.890625,9964356
2019-01-23,41350.0,42250.0,41350.0,42000.0,37159.1875,11071079
2019-01-24,43050.0,43100.0,42350.0,43050.0,38088.171875,14747623
2019-01-25,44300.0,44750.0,43750.0,44750.0,39592.23046875,22789395
2019-01-28,45000.0,45500.0,44600.0,45050.0,39857.66015625,17998914
2019-01-29,45050.0,45500.0,44350.0,45500.0,40255.79296875,16215017
2019-01-30,44800.0,46400.0,44800.0,46400.0,41052.0546875,17505980
2019-01-31,46650.0,47050.0,46150.0,46150.0,40830.875,21621145
2019-02-01,46650.0,46950.0,46250.0,46350.0,41007.82421875,13832454
2019-02-07,46800.0,47100.0,46200.0,46200.0,40875.10546875,15872001
2019-02-08,45700.0,45700.0,44650.0,44800.0,39636.46875,12689196
2019-02-11,44500.0,45000.0,44250.0,45000.0,39813.41796875,11125044
2019-02-12,44650.0,46250.0,44650.0,46050.0,40742.39453125,13184367
2019-02-13,46400.0,46700.0,46000.0,46200.0,40875.10546875,11299738
2019-02-14,46600.0,47500.0,46150.0,47500.0,42025.265625,17259341
2019-02-15,46750.0,46850.0,45650.0,46050.0,40742.39453125,10554643
2019-02-18,46500.0,46850.0,45850.0,46200.0,40875.10546875,8183728
2019-02-19,45850.0,46150.0,45450.0,45950.0,40653.921875,6741395
2019-02-20,46750.0,47100.0,46500.0,46900.0,41494.43359375,11506720
2019-02-21,46500.0,47200.0,46200.0,46950.0,41538.671875,8694009
2019-02-22,46500.0,47150.0,46450.0,47150.0,41715.6171875,6895772
2019-02-25,47400.0,47550.0,47050.0,47350.0,41892.5625,7484716
2019-02-26,47350.0,47450.0,46500.0,46750.0,41361.72265625,7985547
2019-02-27,47000.0,47250.0,46750.0,46750.0,41361.72265625,8045211
2019-02-28,46400.0,46500.0,45100.0,45100.0,39901.8984375,23569321
2019-03-04,46000.0,46100.0,44800.0,44850.0,39680.70703125,12926539
2019-03-05,44600.0,45100.0,44150.0,44250.0,39149.87109375,10612405
2019-03-06,44000.0,44300.0,43700.0,44000.0,38928.6796875,10202544
2019-03-07,43400.0,44950.0,43400.0,44450.0,39326.80859375,11049749
2019-03-08,44450.0,44800.0,43800.0,43800.0,38751.73046875,7729069
2019-03-11,44400.0,44450.0,43650.0,43650.0,38619.015625,10717408
2019-03-12,44300.0,44950.0,44150.0,44650.0,39503.76171875,11431977
2019-03-13,44250.0,44450.0,43700.0,43850.0,38795.96484375,8108343
2019-03-14,43700.0,44300.0,43550.0,43850.0,38795.96484375,18039161
2019-03-15,43800.0,44250.0,43700.0,44200.0,39105.625,16814163
2019-03-18,43950.0,44150.0,43450.0,43700.0,38663.24609375,8188876
2019-03-19,43750.0,43900.0,43550.0,43900.0,38840.203125,7609563
2019-03-20,43800.0,44200.0,43100.0,44050.0,38972.9140625,9846242
2019-03-21,44600.0,46250.0,44050.0,45850.0,40565.453125,21138016
2019-03-22,46850.0,47000.0,46250.0,46550.0,41184.76953125,12535911
2019-03-25,45300.0,45650.0,44800.0,45500.0,40255.79296875,8699728
2019-03-26,45500.0,45700.0,44900.0,45250.0,40034.60546875,9729811
2019-03-27,44750.0,45600.0,44250.0,45350.0,40123.078125,9568081
2019-03-28,44950.0,45200.0,44300.0,44850.0,39992.890625,6821306
2019-03-29,44500.0,44900.0,44200.0,44650.0,39814.55078125,11491713
2019-04-01,45200.0,45450.0,44850.0,45050.0,40171.23828125,7362129
2019-04-02,45550.0,46100.0,45350.0,45750.0,40795.421875,9480688
2019-04-03,46750.0,46750.0,45800.0,46600.0,41553.37109375,12436570
2019-04-04,46150.0,47100.0,46150.0,46950.0,41865.46875,12650168
2019-04-05,46950.0,47550.0,46600.0,46850.0,41776.296875,8546339
2019-04-08,47250.0,47250.0,46150.0,46650.0,41597.9609375,8507909
2019-04-09,46700.0,46950.0,46200.0,46650.0,41597.9609375,6878761
2019-04-10,46400.0,46700.0,46050.0,46700.0,41642.54296875,11883995
2019-04-11,46700.0,46800.0,46150.0,46250.0,41241.2734375,13697399
2019-04-12,46050.0,46900.0,46000.0,46850.0,41776.296875,7668936
2019-04-15,47150.0,47500.0,47000.0,47050.0,41954.63671875,8733019
2019-04-16,47400.0,47400.0,46800.0,47250.0,42132.9765625,7730881
2019-04-17,47300.0,47600.0,47000.0,47050.0,41954.63671875,5513658
2019-04-18,47200.0,47250.0,45500.0,45600.0,40661.671875,12808747
2019-04-19,45750.0,46000.0,45250.0,45300.0,40394.16015625,8479710
2019-04-22,45400.0,45900.0,45100.0,45350.0,40438.7421875,6006957
2019-04-23,45050.0,45500.0,45000.0,45200.0,40304.98828125,6920566
2019-04-24,45400.0,45650.0,44150.0,44750.0,39903.71875,13299267
2019-04-25,44250.0,45000.0,44100.0,44650.0,39814.55078125,10868965
2019-04-26,44200.0,45000.0,43800.0,44850.0,39992.890625,9739982
2019-04-29,45150.0,46150.0,45100.0,46150.0,41152.10546875,8777517
2019-04-30,46000.0,46300.0,45350.0,45850.0,40884.59765625,11121273
2019-05-02,45500.0,46150.0,45400.0,45900.0,40929.171875,8625126
2019-05-03,45900.0,46050.0,45300.0,45300.0,40394.16015625,6562916
2019-05-07,45250.0,45300.0,44400.0,44850.0,39992.890625,12014907
2019-05-08,44300.0,44850.0,44200.0,44250.0,39457.875,10398754
2019-05-09,43900.0,44250.0,42450.0,42450.0,37852.796875,23029718
2019-05-10,42600.0,43450.0,42450.0,42900.0,38254.06640625,14579512
2019-05-13,42500.0,43200.0,42350.0,42650.0,38031.140625,7635079
2019-05-14,41300.0,43100.0,41300.0,42650.0,38031.140625,11563730
2019-05-15,42700.0,43050.0,42550.0,42550.0,37941.97265625,7670185
2019-05-16,42350.0,42400.0,41350.0,41550.0,37050.265625,13687828
2019-05-17,41950.0,42050.0,40850.0,41200.0,36738.1796875,13357951
2019-05-20,41650.0,42100.0,41550.0,42000.0,37451.53515625,15752397
2019-05-21,42600.0,43950.0,42350.0,43150.0,38476.9921875,18812133
2019-05-22,43700.0,43800.0,42400.0,43500.0,38789.08984375,11033339
2019-05-23,43900.0,44000.0,43250.0,43850.0,39101.1875,12259006
2019-05-24,43800.0,43800.0,42400.0,42700.0,38075.72265625,13966305
2019-05-27,42500.0,43000.0,42350.0,42650.0,38031.140625,8066669
2019-05-28,42550.0,42950.0,42150.0,42550.0,37941.97265625,24506881
2019-05-29,41850.0,42100.0,41300.0,41800.0,37273.19140625,14930618
2019-05-30,42200.0,42700.0,42150.0,42550.0,37941.97265625,11766018
2019-05-31,42600.0,42800.0,42150.0,42500.0,37897.3828125,11365999
2019-06-03,42950.0,43900.0,42500.0,43800.0,39056.60546875,15466580
2019-06-04,43400.0,43700.0,43000.0,43450.0,38744.5078125,9913497
2019-06-05,44050.0,44200.0,43700.0,43900.0,39145.7734375,12464135
2019-06-07,43600.0,44350.0,43450.0,44200.0,39413.28125,11683682
2019-06-10,44300.0,44850.0,44050.0,44800.0,39948.30078125,8792182
2019-06-11,44800.0,45000.0,44550.0,44850.0,39992.890625,6664872
2019-06-12,44800.0,45050.0,44300.0,44600.0,39769.9609375,8607439
