Date,Open,High,Low,Close,Adj Close,Volume
2021-12-20,77900.0,80800.0,77500.0,80200.0,77471.59375,67798436
2021-12-27,80200.0,80400.0,78100.0,78600.0,75926.03125,65759932
2022-01-03,78800.0,79200.0,76400.0,78000.0,75686.7109375,75941189
2022-01-10,78400.0,79600.0,76900.0,77500.0,75201.53125,56992873
2022-01-17,77600.0,77800.0,74700.0,75100.0,72872.703125,59365268
2022-01-24,74800.0,75000.0,71200.0,73300.0,71126.09375,61408928
2022-01-31,74900.0,74900.0,72400.0,73000.0,70834.9921875,44715593
2022-02-07,73000.0,75800.0,73000.0,73700.0,71514.234375,43944695
2022-02-14,74100.0,75600.0,73100.0,74300.0,72096.4296875,43815359
2022-02-21,74300.0,74300.0,71300.0,71900.0,69767.625,28927767
2022-02-28,72300.0,73100.0,69900.0,70100.0,68020.9921875,44331206
2022-03-07,68800.0,70700.0,68700.0,70200.0,68118.0390625,40656917
2022-03-14,70200.0,71000.0,69700.0,69900.0,67826.9375,35754790
2022-03-21,69900.0,71200.0,69200.0,69700.0,67632.859375,85349347
2022-03-28,70000.0,70500.0,68600.0,69300.0,67244.7265625,65891512
2022-04-04,69400.0,69600.0,67400.0,67900.0,66226.8125,72384809
2022-04-11,67600.0,69000.0,66100.0,66700.0,65056.38671875,71008120
2022-04-18,67100.0,68300.0,66300.0,66300.0,64666.23828125,65308127
2022-04-25,66400.0,67600.0,64500.0,67300.0,65641.609375,88261108
2022-05-02,67400.0,68400.0,66100.0,66100.0,64471.171875,51889015
2022-05-09,65900.0,67400.0,64900.0,66300.0,64666.23828125,72469804
2022-05-16,66600.0,68800.0,66500.0,67900.0,66226.8125,75034252
2022-05-23,67500.0,67800.0,65500.0,67700.0,66031.734375,72264995
2022-05-30,67500.0,67500.0,66400.0,66800.0,65153.921875,47547328
2022-06-06,66200.0,66400.0,62100.0,62100.0,60569.73828125,101981028
2022-06-13,61200.0,62200.0,58100.0,58700.0,57253.51953125,137977294
2022-06-20,58700.0,59900.0,56800.0,58800.0,57351.0546875,118199743
2022-06-27,59200.0,59500.0,55700.0,57100.0,55692.9453125,89922041
2022-07-04,57600.0,59600.0,56300.0,58800.0,57701.73828125,80741728
2022-07-11,58600.0,62000.0,57400.0,61900.0,60743.83203125,74762488
2022-07-18,61400.0,62200.0,60200.0,61100.0,59958.77734375,63776864
2022-07-25,60800.0,62600.0,60300.0,61300.0,60155.0390625,52911446
2022-08-01,61200.0,61900.0,60600.0,60800.0,59664.37890625,53674965
2022-08-08,60600.0,60700.0,58600.0,60200.0,59075.5859375,62264118
2022-08-15,60500.0,61900.0,59800.0,60000.0,58879.3203125,55654543
2022-08-22,59000.0,60900.0,58600.0,58600.0,57505.47265625,43039341
2022-08-29,58700.0,59900.0,56800.0,57100.0,56033.48828125,65265620
2022-09-05,57200.0,57600.0,55600.0,55600.0,54561.50390625,42887956
2022-09-12,57000.0,58500.0,55500.0,56400.0,55346.5625,67091517
2022-09-19,56400.0,57000.0,53600.0,53900.0,52893.2578125,64256088
2022-09-26,53800.0,54400.0,51800.0,53100.0,52108.203125,73007747
2022-10-03,55300.0,57300.0,54500.0,56200.0,55529.2421875,73438664
2022-10-10,54400.0,57000.0,54000.0,56600.0,55924.46484375,80197593
2022-10-17,56700.0,57500.0,55100.0,57500.0,56813.7265625,72989570
2022-10-24,57000.0,60100.0,57000.0,59400.0,58691.046875,99911808
2022-10-31,59900.0,60300.0,58100.0,60200.0,59481.5,72779815
2022-11-07,60500.0,63200.0,60400.0,61900.0,61161.20703125,89417702
2022-11-14,62200.0,62700.0,60800.0,61400.0,60667.17578125,60133142
2022-11-21,60900.0,61700.0,59800.0,60100.0,59382.69140625,41568314
2022-11-28,59900.0,63200.0,59800.0,60300.0,59580.30859375,72513479
2022-12-05,59800.0,60600.0,58500.0,59500.0,58789.85546875,58541881
2022-12-12,59600.0,60600.0,58300.0,59500.0,58789.85546875,46694180
2022-12-19,59000.0,59100.0,57700.0,57900.0,57208.94921875,46948180
2022-12-26,58000.0,58400.0,55200.0,55500.0,54837.59375,46659820
2023-01-02,55400.0,60700.0,54500.0,60700.0,60350.515625,85393023
2023-01-09,60200.0,61600.0,59900.0,61100.0,60748.2109375,65823409
2023-01-16,61200.0,62300.0,59900.0,61800.0,61444.18359375,43870314
2023-01-23,63500.0,65000.0,63000.0,63300.0,62935.546875,197315
2023-01-30,63500.0,64000.0,61000.0,61600.0,61245.33203125,520095
2023-02-06,61900.0,63300.0,61600.0,62900.0,62537.84765625,227647
2023-02-13,63600.0,63900.0,61800.0,62700.0,62339.0,228883
2023-02-20,62700.0,62800.0,60200.0,60500.0,60151.66796875,11343783
2023-02-27,60800.0,61800.0,60500.0,61500.0,61145.91015625,51153550
2023-03-06,61400.0,61400.0,59100.0,60000.0,59654.546875,64651831
2023-03-13,59400.0,61300.0,59000.0,60200.0,59853.39453125,56949553
2023-03-20,60500.0,63300.0,60100.0,62100.0,61742.453125,61996095
2023-03-27,62400.0,64000.0,62100.0,63100.0,62736.69921875,64582115
2023-04-03,63400.0,66300.0,62300.0,65700.0,65700.0,81542696
2023-04-10,66200.0,66600.0,64700.0,65300.0,65300.0,76098626
2023-04-17,65900.0,66000.0,64600.0,65200.0,65200.0,58084417
2023-04-24,65300.0,65900.0,63300.0,65500.0,65500.0,63336894
2023-05-01,66000.0,66300.0,64700.0,65900.0,65900.0,42470126
2023-05-08,65800.0,65800.0,63600.0,64500.0,64500.0,50939427
2023-05-15,65800.0,69000.0,64800.0,68500.0,68500.0,72331518
2023-05-22,68500.0,70400.0,68000.0,70300.0,70300.0,50535210
2023-05-29,71300.0,72700.0,70600.0,71700.0,71700.0,92660907
2023-06-05,71300.0,72400.0,70000.0,71000.0,71000.0,61076677
2023-06-12,71700.0,72300.0,70900.0,71800.0,71800.0,54757021
2023-06-16,71800.0,71900.0,70900.0,71800.0,71800.0,15373696
